PRT_ID,SALES_PRICE
P05996,7332448.737351609
P09294,13737381.44218041
P03807,9191590.276834868
P00539,12832428.537380544
P01448,7091086.977598121
P06667,13962117.857195282
P09803,14850177.699053546
P05568,21532289.126499
P05102,13335080.539232856
P04556,5632642.742770796
P03782,9504514.039851092
P02221,11591650.586630814
P03299,12015604.758158756
P08959,8467405.640018288
P09377,7444506.307604139
P09924,9775326.239001103
P01394,8576898.99251356
P07407,10572729.61277289
P08729,12095949.042610416
P09542,11307346.244075898
P01853,9371093.978727857
P08051,12386360.58721427
P08271,5543477.946949611
P02055,9366503.651071092
P01462,6777941.618640538
P03664,13354686.45997761
P02370,6950424.366020972
P07852,19766830.650501985
P06278,16290676.23775326
P08467,13221523.231714917
P00992,11625356.809312668
P05942,7382860.309388687
P03989,7024843.832229355
P07060,10499810.459208557
P00285,13136781.529459337
P04718,6529245.49119461
P00956,11257433.619461227
P07903,12102644.253650878
P09166,7933025.7029305445
P04499,7153556.592937813
P04015,3505150.808766763
P09376,9467199.551818071
P00012,7425116.562832738
P08995,12318908.859334528
P02323,9062790.980430664
P01359,8559323.343082925
P07090,14167435.966462543
P08475,12620142.732654314
P02125,14586258.933926638
P07915,18728569.42755869
P06139,8373044.878337236
P03073,5785451.631993769
P08441,9443584.193337793
P01565,8772554.524577722
P00791,9043591.425227337
P06751,12784323.86392225
P04554,13783255.744644225
P03839,6995068.48012888
P01409,11266413.091938162
P07431,11233585.998252703
P03489,11960636.200894447
P06387,8303879.269261897
P06779,8607725.108648445
P01889,8582436.512574647
P06149,12679483.199713597
P08873,11876586.384223608
P03425,14535479.607924214
P09806,9270719.54416604
P04345,11334644.177719386
P04042,11933666.344688859
P09781,7464213.003483628
P00254,13741676.04938456
P09091,13637930.737260504
P04061,9712234.414736515
P06644,6159988.042890997
P08517,13115460.54132829
P07492,10236244.847018152
P04452,14360186.971086923
P08144,8808641.4441241
P02854,6381256.730235177
P04835,9055160.270973893
P00455,12999917.319479892
P07396,6996429.2432915745
P07777,7086492.688909496
P05423,9655681.094311165
P05820,16486322.480310071
P01309,8600236.193544978
P04343,5330751.024950441
P05167,7485184.645776398
P03621,7789880.577336075
P01131,19037342.511313442
P04092,5537877.009417079
P07035,8435490.675724523
P04257,10460580.625263937
P00928,14521816.66658931
P09597,9294409.26218879
P09744,14185860.316719243
P08951,6890822.266362204
P03143,8242141.053746681
P00062,6929845.486879522
P06406,9588324.320322692
P07835,7690070.163758806
P00485,8364284.715030011
P09288,12611819.754547955
P04002,9589151.232625522
P04853,9205404.668992238
P03361,10042658.309276225
P05281,9287762.5434654
P06568,11784351.08610047
P07595,7835865.244296797
P02829,17835494.276684754
P03226,7544128.291756302
P03068,14296336.968912642
P04223,7733652.6344623575
P01682,6570162.075785609
P01342,7550425.742452698
P01954,11750518.22779804
P03346,12438800.215472301
P06090,7014840.542422528
P08664,9104211.307767553
P02701,12033055.004481273
P03668,13535753.866600348
P05791,7658666.603137303
P04571,6892886.3665897725
P04306,10166333.068740802
P06965,10143175.76121497
P00968,11214601.911811734
P07351,9358586.688998006
P07627,13700389.29382594
P02263,5195995.518624568
P00900,8405369.135233821
P05532,9960011.066857228
P02420,11062901.332384923
P02948,11329777.73551024
P02449,9639283.944033016
P04555,9437633.81937103
P08461,16090580.613727052
P03817,11247498.195954485
P01194,14525151.581013547
P00096,13734733.561801303
P06955,9754250.478883488
P07375,9780877.122742409
P01198,9379690.007424103
P06393,7245077.298847868
P00973,20441797.931315273
P08413,14350940.451624228
P08452,10915250.634174606
P05808,18569806.278544646
P01732,9058849.7145506
P03265,9346010.663902253
P09269,14641471.06822576
P02005,12388330.046760265
P09884,8109367.339120362
P03077,10570838.344174072
P02144,12129570.212543149
P01972,5503709.070257471
P03272,18713730.49217012
P04748,12420857.242981223
P09255,14385973.62179634
P02072,12882137.563031076
P05111,18606074.081572067
P05943,10919885.688279284
P04135,15902671.238698363
P03351,9559749.401180612
P02627,9497436.33313199
P02406,8452965.9704262
P05640,9400408.726094356
P09231,12341294.656595383
P06390,8495195.702841772
P08275,9918573.369819995
P00571,7113945.193006774
P03094,15337243.40895292
P02145,15194680.18958619
P01403,10481134.831835898
P00398,9406774.548165636
P05079,10544093.350712711
P08844,11615978.51349154
P05122,13187403.215779725
P02734,12464174.487336269
P07188,13424676.866285617
P05561,13044234.774055565
P00652,12481295.857367527
P01072,9279994.092724774
P00385,8480843.775116935
P05519,10544065.870021574
