PRT_ID,SALES_PRICE
P05996,4704332.0
P09294,7571476.5
P03807,6583339.5
P00539,7992652.5
P01448,4704332.0
P06667,8773054.0
P09803,9353812.0
P05568,12929478.0
P05102,7686253.5
P04556,3915438.75
P03782,6970061.0
P02221,7992169.0
P03299,8075330.5
P08959,5280778.0
P09377,4192793.25
P09924,6447800.5
P01394,5614104.0
P07407,6136803.5
P08729,6995871.5
P09542,7084499.0
P01853,5437742.0
P08051,7856537.5
P08271,3915438.75
P02055,5831415.5
P01462,4660390.5
P03664,8773054.0
P02370,4660390.5
P07852,12434768.0
P06278,10732298.0
P08467,7856537.5
P00992,8184043.0
P05942,4704332.0
P03989,4704332.0
P07060,6400262.5
P00285,8221135.0
P04718,5074942.5
P00956,6514700.5
P07903,8117080.5
P09166,5053851.0
P04499,5198627.5
P04015,3447841.75
P09376,5896968.5
P00012,4580647.0
P08995,7165751.5
P02323,6067367.0
P01359,5314057.0
P07090,8747852.0
P08475,7992652.5
P02125,9551708.0
P07915,11802434.0
P06139,5756870.5
P03073,4192793.25
P08441,5437742.0
P01565,5488371.5
P00791,5437742.0
P06751,9267946.0
P04554,8882722.0
P03839,5374436.5
P01409,7239715.5
P07431,7686253.5
P03489,8314975.0
P06387,5198627.5
P06779,5437742.0
P01889,6242024.0
P06149,7992652.5
P08873,6881433.5
P03425,10160212.0
P09806,6092565.0
P04345,7640749.0
P04042,6970061.0
P09781,4192793.25
P00254,7457038.5
P09091,8735044.0
P04061,7548614.0
P06644,4382531.0
P08517,7992652.5
P07492,6881433.5
P04452,8107090.5
P08144,5437742.0
P02854,5198627.5
P04835,5756870.5
P00455,8094120.5
P07396,4660390.5
P07777,5157093.0
P05423,6062541.0
P05820,9939680.0
P01309,5490419.0
P04343,4113050.0
P05167,5328213.0
P03621,5157093.0
P01131,12044186.0
P04092,3915438.75
P07035,6002500.5
P04257,7239715.5
P00928,8709178.0
P09597,6001814.0
P09744,8882722.0
P08951,4580647.0
P03143,5482508.5
P00062,4580647.0
P06406,6468901.5
P07835,5328213.0
P00485,5157093.0
P09288,7856537.5
P04002,6970061.0
P04853,5437742.0
P03361,6970061.0
P05281,5831415.5
P06568,7355037.5
P07595,5490419.0
P02829,10732298.0
