PRT_ID,SALES_PRICE
P05996,7041372.5
P09294,13752150.0
P03807,8213993.75
P00539,12990768.5
P01448,6462302.5
P06667,13791231.5
P09803,14279965.0
P05568,21357166.5
P05102,13952156.5
P04556,5432204.25
P03782,9424758.5
P02221,11028266.0
P03299,11941466.5
P08959,7999704.0
P09377,7274006.5
P09924,10626290.0
P01394,8981632.0
P07407,10053068.5
P08729,12558078.0
P09542,11106112.0
P01853,9237573.5
P08051,12222949.0
P08271,4775815.25
P02055,9453750.0
P01462,6874074.0
P03664,14129744.5
P02370,6919145.0
P07852,19282999.0
P06278,16972749.5
P08467,12927038.0
P00992,11693534.0
P05942,7550690.5
P03989,7240089.0
P07060,10982347.0
P00285,12711606.5
P04718,6162037.5
P00956,11340958.0
P07903,10688285.25
P09166,8609166.0
P04499,7746619.0
P04015,3884937.5
P09376,9335888.5
P00012,7020715.5
P08995,12833163.0
P02323,7655481.25
P01359,9137041.5
P07090,14428135.5
P08475,12333112.0
P02125,13892804.5
P07915,19086629.0
P06139,8129616.75
P03073,6054645.0
P08441,9395517.0
P01565,9031414.0
P00791,9136620.5
P06751,12348182.5
P04554,12131379.0
P03839,6822493.75
P01409,10866862.75
P07431,12503478.5
P03489,12741794.0
P06387,7957716.5
P06779,9069747.5
P01889,8473537.75
P06149,12383426.25
P08873,11863961.5
P03425,13239527.5
P09806,9717105.0
P04345,10595370.5
P04042,12788699.5
P09781,7084092.0
P00254,13655062.5
P09091,13400502.0
P04061,9380782.5
P06644,6146725.0
P08517,13541557.5
P07492,10381163.25
P04452,14581067.0
P08144,8705479.25
P02854,6788712.5
P04835,9418103.0
P00455,13320245.5
P07396,6613562.0
P07777,6847530.0
P05423,9707511.5
P05820,18083844.5
P01309,8575934.0
P04343,5611481.25
P05167,7118551.75
P03621,7460518.0
P01131,19784602.5
P04092,4912434.5
P07035,8556603.5
P04257,10153710.25
P00928,14189123.5
P09597,9362325.5
P09744,13944840.0
P08951,7110803.0
P03143,7791974.0
P00062,7203951.5
P06406,9510239.0
P07835,7338146.75
P00485,7925296.5
P09288,13157887.5
P04002,8803475.0
P04853,9187964.5
P03361,9613992.5
P05281,8878539.5
P06568,11480417.5
P07595,7746108.0
P02829,17902672.0
P03226,7325930.25
P03068,14474904.5
P04223,8105376.0
P01682,6556550.0
P01342,7846406.0
P01954,10996453.5
P03346,11436041.5
P06090,6615043.75
P08664,9288635.5
P02701,11868922.0
P03668,13413758.0
P05791,8043937.5
P04571,7106644.0
P04306,10730599.0
P06965,9985445.5
P00968,12314910.75
P07351,9285355.5
P07627,14293193.5
P02263,5223367.75
P00900,8868901.5
P05532,9902237.0
P02420,10609827.0
P02948,10547919.0
P02449,8980279.5
P04555,9383328.75
P08461,16043844.0
P03817,10768140.25
P01194,14530517.5
P00096,13372680.0
P06955,10517530.0
P07375,10045449.0
P01198,9256290.5
P06393,7551149.0
P00973,20407090.5
P08413,14581293.5
P08452,11332277.5
P05808,19256826.0
P01732,7801171.0
P03265,8910356.25
P09269,14672384.5
P02005,12877646.0
P09884,7841156.0
P03077,10049070.0
P02144,12134681.0
P01972,5704737.5
P03272,18043682.0
P04748,12498383.5
P09255,13732959.5
P02072,11500537.5
P05111,18573967.0
P05943,11409604.5
P04135,14820403.0
P03351,8970764.0
P02627,9003303.0
P02406,8476989.75
P05640,8208098.5
P09231,12364979.0
P06390,7961809.5
P08275,10161577.0
P00571,7632728.0
P03094,14846528.0
P02145,14735081.0
P01403,10324446.0
P00398,9455827.5
P05079,10912562.5
P08844,10945364.75
P05122,13750908.5
P02734,13074058.5
P07188,13575983.0
P05561,13363334.5
P00652,12844104.0
P01072,9424556.5
P00385,8774836.5
P05519,10238265.75
P01410,8021988.25
P05804,7175680.25
P07515,10915612.0
P00691,8171627.0
P03592,7381612.5
P09493,12531016.5
P04172,6528937.5
P01605,9397086.5
P03956,7441122.25
P05076,8242193.5
P05695,13334420.5
P00993,12612420.0
P02468,11043250.0
P06320,4130115.25
P02001,12230387.5
P08770,8483583.0
P00229,17905281.5
P06646,11594237.0
P04466,7970625.0
P05793,8372077.5
P01750,9309094.0
P09131,8375335.25
P02168,8655368.5
P02511,6364370.5
P07343,9652394.0
P01376,21021849.5
P07422,13204245.0
P01769,8850175.5
P08586,9079289.0
P06488,7892036.5
P01230,8838780.0
P02908,7142123.5
P08831,20169493.0
P03288,13555678.5
P00680,6307241.5
P02031,6919593.5
P04875,6620193.75
P07956,11567220.0
P08447,8251615.0
P05865,9660528.0
P09672,15229281.0
P09920,7763472.5
P04910,7794577.0
P00162,13265827.5
P01825,9793674.5
P05292,7926965.5
P02712,12025075.0
P07747,9171156.5
P07472,12118461.5
P00068,12034734.0
P00750,15299799.75
P01938,12238332.5
P08240,8691952.0
P05994,8709614.25
P00744,10878594.75
P00792,12988774.5
P04083,6456337.5
P01744,12847065.0
P03503,11454246.5
P04256,6606912.5
P05332,9272112.5
P04078,10276945.25
P06574,17869436.0
P04752,10526736.0
P03316,12256516.0
P07291,9826715.5
P07280,12604330.0
P04397,6291472.0
P02025,11878477.5
P09003,15011016.5
P03088,9001847.5
P05216,14675885.5
P00823,10587210.0
P07932,18995340.0
P02680,12895245.5
P03407,12101597.5
P06860,12272678.75
P06832,8891530.0
P00361,18773468.0
P06394,9629814.5
P03881,7041925.0
P02725,7406856.25
P00544,14289396.0
P08809,10027318.0
P02307,9798552.5
P08485,9785684.5
P09159,14004901.0
P01398,9522971.25
P02495,6403150.0
P08769,8755247.0
P00458,11420422.5
P05850,19502224.5
P06648,8969275.0
P05003,8375115.5
P03602,15282682.5
P03201,9326478.25
P00489,11285879.5
P06958,7254227.5
P04750,9012717.0
P06660,9703775.0
P04403,12834302.5
P04175,10556923.5
P07433,10576460.0
P03525,9786102.5
P09373,6399634.5
P05845,7799931.25
P05717,9592620.75
P00953,10891569.5
P01301,11721772.5
P07032,6445953.0
P09312,6974126.5
P02357,10506952.5
P00029,11148292.25
P06760,10634394.0
P03206,10681974.5
P08261,11089974.5
P07838,14103192.5
P03558,12011688.0
P03700,6790843.5
P06412,12758945.0
P04043,11617009.0
P03850,9218115.0
P05426,7819418.75
P00178,8286603.0
P03363,11065764.25
P01018,13102424.5
P00572,9072359.0
P02373,12265809.75
P04813,7713475.0
P05372,5269706.25
P04285,9122431.25
P00459,13449010.0
P02208,5959172.0
P08567,7817804.0
P07415,22564664.0
P02413,9688773.0
P02586,8271510.5
P05842,9347847.0
P05225,13962425.5
P03024,8863321.0
P04596,3063570.5
P01389,14432211.0
P03708,6972800.5
P08783,8530861.5
P06624,13675095.25
P02243,17253884.0
P00020,6317937.0
P05876,7419293.75
P07232,7100982.75
P02855,10183900.5
P09303,9437690.5
P02015,7562113.0
P05454,13524874.5
P07348,12198096.5
P03637,12316692.5
P00263,7102624.0
P02270,12557638.5
P06691,7116312.25
P04068,6601593.75
P04812,8426392.5
P05806,15683415.5
P08297,9065690.25
P09086,19858350.0
P00775,10124617.75
P06970,14869937.5
P07630,9308157.5
P06558,4165621.5
P01847,11165687.5
P04412,5569256.25
P05028,9238289.5
P04089,4461515.25
P03672,9669740.0
P05147,8372809.75
P08288,10260522.5
P01330,11701582.5
P04020,9849502.0
P07516,9750473.0
P03129,12870101.0
P07204,13687750.25
P02045,9426348.0
P08996,14462456.0
P00574,8689517.0
P02149,11733153.0
P09851,15282917.5
P00509,22415315.5
P00136,18748477.0
P02618,14318627.0
P07265,8943553.5
P00855,15085294.0
P03046,7455905.0
P10026,9189178.0
P00177,9059172.0
P09301,7964558.0
P03284,8539176.5
P06088,7853316.0
P01106,7795647.0
P05623,10655099.5
P01357,18981177.0
P00215,17519811.0
P05023,17970920.5
P02983,6629543.75
P05782,7991478.5
P05733,15788858.5
P02670,8339584.75
P08342,8804629.0
P09732,12242749.5
P05262,11878462.0
P05661,8258846.75
P07639,11400647.75
P08096,12299179.5
P09511,14906037.5
P00822,10308898.25
P06290,9285757.0
P06505,12610282.5
P07653,10440892.5
P06447,19955317.5
P04980,9461548.75
P05638,12551106.75
P07544,9040897.5
P01335,9428727.5
P05311,8027029.5
P03627,8592725.0
P03784,6439625.0
P01464,12514749.5
P01171,9694678.0
P07123,9875571.0
P09662,15344658.0
P03540,8503574.5
P05302,6567725.0
P08705,7473970.25
P06665,5927792.0
P04037,10476623.5
P00325,9085677.0
P08837,12626855.0
P05445,12149490.0
P00292,8927742.0
P05044,11907772.0
P03002,4999893.0
P05551,9990706.5
P01037,19576441.0
P02316,7815662.5
P07532,17338115.0
P02051,11091250.0
P00817,11536515.0
P05975,9108410.0
P09942,7206973.5
P00488,11387950.0
P03977,8360423.5
P07179,12835530.0
P04074,8576662.75
P04318,14322922.0
P07771,10937180.0
P06431,12301553.0
P00647,13352438.75
P03725,12500468.0
